category,location,name,open_time,point,price
Chuyên món gà,"D9-11A/B1 Times City, 458 Minh Khai",BBQ Chicken – Times City,"10h:30 - 13h:30, 17h:30 - 20h:30",3,70.000 – 100.000 vnđ/người
Chuyên món nấm,"76 Lò Đúc, Q. Hai Bà Trưng",Nấm Việt - Lò Đúc ,"10h:30 - 13h:30, 17h:30 - 20h:30",3,80.000 – 100.000 vnđ/người
Chuyên chả cá,"120 K1 Giảng Võ, Q. Ba Đình",Chả Cá Anh Vũ - Giảng Võ,"10h:30 - 13h:30, 17h:30 - 20h:30",3,150.000 – 180.000 vnđ/người
Gọi món Âu (Chuyên Steak Pháp),"T248, Tầng 2, TTTM Aeon Mall, Q. Hà Đông",Le Monde Steak - Aeon Mall Hà Đông,11h00 - 14h00 & 17h00 - 21h30,4,150.000 - 250.000 đ/người
Chuyên Pizza,"Số 6 Đào Duy Từ, Q. Hoàn Kiếm",Full House Pizza - Đào Duy Từ,09h00 - 22h00,3.5,100.000 - 200.000 đ/người
Gọi món Âu (Chuyên Steak Pháp),"GH - L5 - 01, Tòa A Vincom Center Bà Triệu, Q. Hai Bà Trưng",Le Monde Steak - Vincom Bà Triệu ,11h00 - 14h00 & 17h00 - 21h30,4,150.000 - 250.000 đ/người
Chuyên món ngan,"Số 77 Hai Bà Trưng, P. Cửa Nam, Q. Hoàn Kiếm",Khoa Ngan Xưa và Nay - Hai Bà Trưng,08h00 - 22h00,3.8,200.000 - 300.000 đ/người
Gọi món Việt,"165A Phùng Hưng, P. Cửa Đông, Q. Hoàn Kiếm,",Tùng Lẩu Ngõ Trạm - 165A Phùng Hưng,10h30 -  03h00 sáng hôm sau,4,100.000 - 350.000 đ/người
Gọi món Âu (Chuyên Steak Pháp),"T3-03, Tầng 3, TTTM Aeon Mall, Q. Long Biên",Monde Steak - Aeon Mall Long Biên,11h00 - 14h00 & 17h00 - 21h30,4,150.000 - 250.000 đ/người
"Gọi món, buffet Nhật Bản","Tầng 2, Số 08 Tràng Thi, Q. Hoàn Kiếm",iSushi - Tràng Thi,11h00 - 13h00 & 17h30 - 21h00,4.5,350.000 - 550.000 đ/người
Gọi món Việt,"Tầng 20, Toà nhà 789, Số 147 Hoàng Quốc Việt, P. Nghĩa Đô, Q. Cầu Giấy",789 - Hoàng Quốc Việt,09h30 - 22h00,4.3,150.000 - 250.000 đ/người
Gọi món Việt,"Số 12 Hàng Điếu, Q. Hoàn Kiếm",Bếp Prime - Hàng Điếu ,10h30 - 23h00,4,500.000 - 700.000 đ/người
Gọi món Âu (Chuyên Steak Pháp),"L4-04A, Tầng 4, Tòa nhà A,B, TTTM Vincom Trần Duy Hưng, Q. Cầu Giấy",Le Monde Steak - Vincom Trần Duy Hưng,11h00 - 14h00 & 17h00 - 21h30,4,150.000 - 250.000 đ/người
Buffet nướng lẩu Hàn Quốc,"Số 5 Ngõ 107 Nguyễn Chí Thanh, Q. Đống Đa",Gabil Kimchi - Nguyễn Chí Thanh,11h00 - 14h00 & 17h30 - 22h00,4,100.000 - 200.000 đ/người
"Gọi món, Buffet Nướng Lẩu Thái Lan","Tầng 2, TTTM Aeon Mall, P. Dương Nội, Q.Hà Đông ",Thai Pattaya - Aeon Mall Hà Đông,10h00-14h00 & 17h00-22h00 ,4,200.000 - 350.000 đ/người
Gọi món Việt,"Cổng Số 7 - Khu Biệt Thự Trung Tâm Hội Nghị Quốc Gia, Đường Miếu Đầm, Phường Mễ Trì, Q. Nam Từ Liêm",Xanh Drinks - Trung tâm Hội nghị Quốc gia,08h00 – 22h00,4.5,250.000 - 500.000 đ/người
"Gọi món, Buffet lẩu & Dimsum","Số 45, Phố Trung Hòa, P. Trung Hòa, Q. Cầu Giấy",Yi Long – Dimsum Lẩu Trung Hoa - Trung Hòa,11h00 – 14h00 và 18h00 – 21h30,3.8,200.000 – 250.000 đ/người
Gọi món Việt,"Số 183 Nguyễn Tuân, Q. Thanh Xuân",Focus – Nguyễn Tuân  ,"11h00 – 14h00, 17h00 – 22h00",3.5,200.000  – 250.000 đ/người
Gọi món Á –  Âu,"Số 37A Hùng Vương, P. Điện Biên, Q. Ba Đình",37A Hùng Vương Restaurant - Ba Đình ,06h00 - 23h00,4.5,200.000 - 700.000 đ/người
Gọi món Việt," Số 1187 Giải Phóng, Q. Hoàng Mai ",Trâu Tây Bắc - Giải Phóng ,10h30 - 14h00 & 16h30 - 22h30,3.5,100.000 - 300.000 đ/người
Gọi món Việt,"Số 65 đường 23 KĐTTP Giao Lưu, P. Cổ Nhuế 2, Q. Bắc Từ Liêm",Cánh Buồm Đỏ - KĐTTP Giao Lưu,10h00 – 22h00,3.6,250.000 - 400.000 đ/người
Chuyên món gà,"70 Nguyên Hồng, Q. Ba Đình",Gà 99 - Nguyên Hồng,"10h:30 - 13h:30, 17h:30 - 20h:30",3,250.000 – 280.000 vnđ/người
"Cơm Việt, Món Á","365 Kim Mã, Q. Ba Đình",Nhà Hàng 123 - Kim Mã,"10h:30 - 13h:30, 17h:30 - 20h:30",3,85.000 – 115.000 vnđ/người
Lẩu nướng Nhật Bản,"47 - 49 Mai Hắc Đế, Q. Hai Bà Trưng",Chen - Mai Hắc Đế,"10h:30 - 13h:30, 17h:30 - 20h:30",4,270.000 – 300.000 vnđ/người
"Cơm Việt, Món Á","55 Phố Huế, Q. Hai Bà Trưng",Nhà Hàng 123 - Phố Huế,"10h:30 - 13h:30, 17h:30 - 20h:30",3,85.000 – 115.000 vnđ/người
Chuyên lẩu băng chuyền,"171 Thái Hà, Q. Đống Đa",Lẩu Băng Chuyền BKK,"10h:30 - 13h:30, 17h:30 - 20h:30",3,150.000 vnđ/người
Chuyên món lẩu Nhật Bản,"5 Trúc Bạch, Q. Ba Đình",Lẩu Sỹ Phú - Trúc Bạch ,"10h:30 - 13h:30, 17h:30 - 20h:30",4,190.000 - 220.000 vnđ/người
Chuyên món lẩu Nhật Bản,"152 Đường Láng, Q. Đống Đa",Lẩu Sỹ Phú - Đường Láng,"10h:30 - 13h:30, 17h:30 - 20h:30",4,190.000 - 220.000 vnđ/người
Món Việt,"Tổ 6 Làng Lệ Mật, Q. Long Biên",Quốc Phương Trại Việt Hưng ,"10h:30 - 13h:30, 17h:30 - 20h:30",4,150.000- 180.000 vnđ/người
Chuyên ẩm thực Nhật Bản,"52 - 54 Lý Thường Kiệt, Q. Hoàn Kiếm",Kimono,"10h:30 - 13h:30, 17h:30 - 20h:30",4,270.000 – 300.000 vnđ/người
"Món Việt, chuyên Chả Cá","19 - 2D Đường Thành, Q. Hoàn Kiếm",Chả Cá Thăng Long - Đường Thành,"10h:30 - 13h:30, 17h:30 - 20h:30",3.5,150.000 – 170.000 vnđ/người 
Món chay,"34 Hàng Bài, Q. Hoàn Kiếm",Ưu Đàm Chay - Hàng Bài,,3.8,100.000– 280.000 vnđ/người
"Ẩm thực núi rừng, món Việt","116 Hào Nam, Q. Đống Đa",Nhà hàng Sơn Cước 116 Hào Nam,10h00 – 22h00,3.8,200.000 – 300.000 vnđ/người
Gọi món Việt,"23 - 25 Văn Cao, Q. Ba Đình",Bắc Việt Phố – Văn Cao,10h00 – 21h00,3.2,200.000 – 300.000 đ/người
Chuyên các món baba,"31A Nguyễn Chí Thanh, Q. Ba Đình",Ba Ba Ao Quê - Nguyễn Chí Thanh,11h00 – 14h00 và 18h00 – 21h00,3.8,350.000 – 500.000 vnđ/người
Chuyên món Âu,"28 Hàng Tre, Q. Hoàn Kiếm",Nhà hàng Masterchef - Hàng Tre,11h00 - 14h00; 18h00 - 22h00,4,230.000 - 300.000 vnđ/người
Ẩm thực Thái,"81 Nguyễn Chí Thanh, Q. Đống Đa",Nhà hàng Sayam Chang - Nguyễn Chí Thanh ,10h30 – 22h30,3.8,150.000 – 250.000 vnđ/người
Chuyên các món baba,"129 Thái Thịnh, Q. Đống Đa",Ba Ba Ao Quê – Thái Thịnh,11h00 – 14h00 và 18h00 – 21h00,3.8,350.000 – 500.000 vnđ/người
Chuyên bánh tráng cuốn thịt heo,"45LK6A Làng Việt Kiều, P. Mỗ Lao, Q. Hà Đông",Bánh Tráng Hoàng Bèo - Hà Đông,11h00 - 22h00,3.2,50.000 - 100.000 đ/người
Chuyên bánh tráng cuốn thịt heo,"40 Duy Tân, Q. Cầu Giấy",Bánh Tráng Hoàng Bèo – Duy Tân,11h00 - 22h00,3.2,50.000 - 100.000 đ/người
Chuyên món Âu,"404 Xã Đàn, Q. Đống Đa",Nhà hàng Masterchef – Xã Đàn,11h00 - 14h00; 18h00 - 22h00,4,230.000 - 300.000 vnđ/người
Chuyên bánh tráng cuốn thịt heo,"111 Láng Hạ, Q. Đống Đa",Bánh Tráng Thịt Heo Hoàng Bèo - Láng Hạ,11h00 - 22h00,3.2,50.000 - 100.000 đ/người
Chuyên bánh tráng cuốn thịt heo,"129D Nguyễn Trãi, Q. Thanh Xuân",Bánh Tráng Hoàng Bèo – Nguyễn Trãi,11h00 - 22h00,3.2,50.000 - 100.000 đ/người
Chuyên bánh tráng cuốn thịt heo,"HH2A Linh Đàm, Kiot 20, Q. Hoàng Mai",Bánh Tráng Hoàng Bèo - Linh Đàm,11h00 - 22h00,3.2,50.000 - 100.000 đ/người
Chuyên bánh tráng cuốn thịt heo,"59 Nguyễn Hoàng, Q. Nam Từ Liêm",Bánh Tráng Thịt Heo Hoàng Bèo – Nguyễn Hoàng,11h00 - 22h00,3.2,50.000 - 100.000 đ/người
Chuyên bánh tráng cuốn thịt heo,"60 Trần Đăng Ninh, Q. Cầu Giấy",Bánh Tráng Hoàng Bèo - Trần Đăng Ninh,11h00 - 22h00,3.2,50.000 - 100.000 đ/người
Gọi món Việt (Chuyên Ngỗng),"Số 23 Đỗ Quang, P. Trung Hòa, Q. Cầu Giấy ",Ẩm thực & Âm nhạc Hoàng Tống - Đỗ Quang,10h00 – 22h00,3.5,150.000 – 200.000 đ/người
Chuyên kem,"Aeon Long Biên, T152, Tầng trệt, Số 27 Đường Cổ Linh, Q. Long Biên",Swensen's – Aeon Mall Long Biên,11h00 – 22h00,3.8,Dưới 150.000 đ/người
Chuyên Lẩu,"454 Bạch Đằng, Q. Hoàn Kiếm",Phong Quán - Bạch Đằng,10h30 – 14h00 và 17h00 – 23h00,3,150.000 - 200.000 vnđ/người
Chuyên kem,"Tầng 4 Artemis, Số 03 Lê Trọng Tấn, Q. Thanh Xuân",Swensen's - The Artemis,11h00 – 22h00,3.8,Dưới 150.000 đ/người
Chuyên món chả cá,"Số 269 Kim Mã, P. Giảng Võ, Q. Ba Đình",Chả Cá Ngon Hà Nội - Kim Mã,10h00 - 14h00 & 17h00 - 22h00,3.5,180.000 – 200.000 đ/người
Chuyên bánh tráng cuốn thịt heo,"Số 47 Kim Đồng, Q. Hoàng Mai",Bánh Tráng Thịt Heo Hoàng Bèo - Kim Đồng,11h00 - 22h00,3.5,50.000 - 100.000 đ/người
Chuyên kem,"Lotte Mart, Tầng 1, Số 229 Tây Sơn, Q. Đống Đa",Swensen's – Lotte Mart ,11h00 – 22h00,3.8,Dưới 150.000 đ/người
Chuyên bánh tráng cuốn thịt heo,"Số 82 Vũ Trọng Phụng, P. Thanh Xuân Trung, Q. Thanh Xuân",Bánh Tráng Thịt Heo Hoàng Bèo - Vũ Trọng Phụng,11h00 - 22h00,3.5,50.000 - 100.000 đ/người
Chuyên bánh tráng cuốn thịt heo,"36A Đội Cấn, Q. Ba Đình",Bánh Tráng Thịt Heo Hoàng Bèo – Đội Cấn,11h00 - 22h00,3.2,50.000 - 100.000 đ/người
Gọi món Việt đa dạng,"18 ngõ 264 Âu Cơ, Q. Tây Hồ",Nhà Hàng Hải Yến - Tre Bãi Đá,"10h:30 - 13h:30, 17h:30 - 20h:30",3.5,200.000 – 230.000 đ/người
Chuyên bánh tráng cuốn thịt heo,"Số 273 Phố Ngọc Lâm, Q. Long Biên",Bánh Tráng Thịt Heo Hoàng Bèo - Ngọc Lâm,11h00 - 22h00,3.5,50.000 - 100.000 đ/người
Chuyên bánh tráng cuốn thịt heo,"Số 338 Hồ Tùng Mậu, P. Phú Diễn, Q. Bắc Từ Liêm",Bánh Tráng Thịt Heo Hoàng Bèo - Hồ Tùng Mậu,11h00 - 22h00,3.2,50.000 - 100.000 đ/người
Chuyên kem,"Hầm B1, Gian D9-5B, TTTM Vincom Mega Mall Times City, Hà Nội ",Swensen’s - Times City,11h00 – 22h00,3.8,Dưới 150.000 đ/người
Chuyên bánh tráng cuốn thịt heo,"Số 42Z Lý Thường Kiệt, P. Trần Hưng Đạo, Q. Hoàn Kiếm",Bánh Tráng Thịt Heo Hoàng Bèo - Lý Thường Kiệt,11h00 - 22h00,3.2,50.000 - 100.000 đ/người
Gọi món Việt,"Số 11TT3A Tây Nam Linh Đàm, P. Hoàng Liệt, Q. Hoàng Mai ",Song Cầm Quán - KĐT Tây Nam Linh Đàm,11h00  - 14h00 & 17h00 -  23h00,3.6,200.000 – 250.000 đ/người
"Chuyên Gà Rán, Kem","L3-K1A TTTM Vincom Liễu Giai, Số 29 Liễu Giai, P. Ngọc Khánh, Q. Ba Đình",DQ Grill & Chill – Vincom Liễu Giai ,11h00 – 22h00,3.8,150.000 – 250.000 đ/người
Buffet Chay,"Số 19, Ngõ 275 Âu Cơ, P. Quảng An, Q. Tây Hồ",Chay Veggie Castle - Âu Cơ ,11h00 – 13h30 & 18h00 – 21h00,3.7,150.000 – 200.000 đ/người
Buffet Lẩu Châu Á,"TTTM Vincom Center, Tầng 4, Số 119 Trần Duy Hưng, P. Trung Hòa, Q. Cầu Giấy",Hotpot Story - Vincom Trần Duy Hưng,11h00 - 13h00 & 18h00 - 21h00,3.7,250.000 - 350.000 đ/người
Buffet Chay,"Số 7 Yên Ninh, P. Trúc Bạch, Q. Tây Hồ",Chay Veggie Castle - Yên Ninh,11h00 – 13h30 & 18h00 – 21h00,3.7,150.000 – 200.000 đ/người
Chuyên Chả Cá,"118 Lê Duẩn, P. Cửa Nam, Q. Hoàn Kiếm",Miss Chả Cá – Lê Duẩn,10h30  – 21h30,3.9,130.000 – 180.000 đ/người
Món Việt đồng quê,"19 ngõ 183 Đặng Tiến Đông, Q. Đống Đa",Nhà hàng Góc Quê - Đặng Tiến Đông,10h30 - 22h00,3.5,150.000 – 180.000 vnđ/người 
"Gặp gỡ bạn bè, tiếp khách, liên hoan gia đình, ...","Tòa nhà VTC Online, 18 Tam Trinh, Hai Bà Trưng,Hà Nội",Nhà Hàng PasGo demo - Hà Nội,"10h:30 - 14h:30, 17h:30 - 21h:30",4,200.000 – 350.000 vnđ/người
Món chay,"Số 38 Thi Sách, P. Phạm Đình Hổ, Q. Hai Bà Trưng",ChayA Pizza - Thi Sách,10h00 - 22h30,4,200.000 - 450.000 đ/người
Gọi món Á,"Số 87 Láng Hạ, P.Thành Công, Q. Ba Đình",CityFood - Ngon Ngon Đủ Món - Rạp Chiếu phim Quốc gia,T2-T6 10h00-21h00 & T7&CN : 09h00 - 22h00,3.8,80.000 - 150.000 đ/người
Gọi món Huế,"Số 83, Trần Duy Hưng, Q. Cầu giấy",Nét Huế - Trần Duy Hưng,07h00 - 22h00,3.5,50.000 - 150.000 đ/người
PasGo Demo 2,"25 Lạc Trung, Quận Hai Bà Trưng",Nhà hàng PasGo Demo 2,,5,150.000 – 400.000 vnđ/người
Gọi món Việt,"8 ngõ 97 Phạm Ngọc Thạch, Q. Đống Đa",Quán Sành - Phạm Ngọc Thạch,10h00 - 14h00 & 17h30 - 21h45,3.2,180.000 – 200.000 đ/người
Gọi món Việt,"46/25 ngõ Thổ Quan, Q. Đống Đa",Nhà Sàn Quán Giang Dung - Thổ Quan,10h30 - 13h30 & 17h30 -  20h30,3,150.000 - 250.000 đ/người
Gọi món Nhật Bản,"6 Phan Kế Bính Kéo Dài, Q. Ba Đình",Paku Paku - Phan Kế Bính,10h00 - 13h30 và 17h00 - 21h30,3.8,150.000 – 350.000 vnđ/người
"Gọi món Âu, Á","23L Hai Bà Trưng, Q. Hoàn Kiếm",Al Fresco’s - Hai Bà Trưng,11h00 - 21h00,4.2,200.000 - 250.000 đ/người
Gọi món Miền Nam,"13 Mai Hắc Đế, Q. Hai Bà Trưng",Phương Nam - Mai Hắc Đế,10h30 - 14h00 và 17h30 - 21h30,3.5,150.000 - 180.000 đ/người
Chuyên món chả cá,"32 Nguyễn Văn Huyên, Q. Cầu Giấy",Chả Cá Hà Thành - Nguyễn Văn Huyên,10h00 - 21h30,3.5,180.000 – 250.000 đ/người
Gọi món Việt,"Số 38 Đặng Thai Mai, Q. Tây Hồ",Sen Đầm Trị - Đặng Thai Mai ,"10h00 - 14h00, 17h00 - 22h00",3.9,180.000 - 250.000 đ/người
Gọi món Nhật,"Số 40 - 42 Đào Tấn, Q. Ba Đình, Hà Nội.",New Sake - 40-42 Đào Tấn,10h30 - 13h30 & 17h30 - 21h00,4.1,470.000 - 500.000 vnđ/người
Gọi món Việt,"685 Lạc Long Quân, Q. Tây Hồ",Lẩu Cua Đồng 685 - Lạc Long Quân ,09h00 - 22h00,3.5,150.000 – 170.000 đ/người
Gọi món Việt,"36/76 An Dương, Q. Tây Hồ",Công Viên Nhỏ - An Dương,11h00 - 14h30 và 17h00 - 21h00,4,200.000 - 300.000 đ/người
Gọi món Việt,"48 Bát Đàn, Q. Hoàn Kiếm",An Viên - Bát Đàn,11h00-14h00 & 16h30-23h00,3.2,80.000 - 120.000 đ/người
Gọi món Việt,"127 Chùa Láng, Q. Đống Đa",An Viên - Chùa Láng,11h30 -14h00 & 16h30-22h00,3.2,80.000 - 120.000 đ/người
"Gọi món Âu, Á","TTTM Royal City, B2-R6-29A, 72A Nguyễn Trãi",Al Fresco’s - Royal City  ,11h00 - 21h00,4.2,200.000 - 250.000 đ/người
"Gọi món Âu, Á","TTTM AEON Mall Long Biên, Tầng 3, T308 ",Al Fresco’s – Aeon Mall Long Biên,11h00 - 21h00,4.2,200.000 - 250.000 đ/người
Gọi món Việt (Chuyên lẩu),"61 Ngõ 298 Tây Sơn, Đống Đa ",Lẩu Đức Trọc – Tây Sơn ,10h30 - 13h30 và 17h00 - 22h00,3.5,150.000 - 250.000 vnđ/người
Gọi món Tây Bắc,"Số 45 Nguyễn Khang, P. Yên Hòa, Q. Cầu Giấy",Ẩm Thực Tây Bắc – Nguyễn Khang,10h00 - 22h00,3.7,150.000 - 250.000 đ/người
"Gọi món Âu, Á","TTTM The Garden, Mễ Trì,Tầng G, Cửa số 1 ",Al Fresco’s - The Garden,11h00 - 21h00,4.2,200.000 - 250.000 đ/người
Gọi món Hải Phòng,"108 D5 Trần Thái Tông, Q. Cầu Giấy",An Biên Eatery - Trần Thái Tông,T2-T7: 09h30 - 17h00,3.5,120.000 - 200.000 đ/người
Gọi món Hải Phòng,"111 Triệu Việt Vương, Q. Hai Bà Trưng",An Biên Eatery - Triệu Việt Vương,T2-T7: 09h30 - 17h00,3.5,120.000 - 200.000 đ/người
Gọi món Việt (Chuyên hải sản),"12 Tổ 6, Nguyễn Văn Hưởng, Q. Long Biên",Hương Quê - Long Biên,10h30 - 13h00 & 17h30 - 21h00,4,200.000 – 350.000 đ/người
Gọi món Âu (Chuyên Steak),"59A Trần Quốc Toản, Q. Hoàn Kiếm",Moo Beef Steak - Trần Quốc Toản,10h30 - 13h30 & 18h00 - 21h30,4,350.000 – 500.000 đ/người
Buffet nướng lẩu Hàn Quốc,"Số 10, Lô 10 Ngõ 67 Đường Phùng Khoang, Q. Nam Từ Liêm                                 ",Galbi Express - Phùng Khoang,10h30 – 21h30,3,200.000 –  300.000 đ/người
"Gọi món Á, Âu","95 Lê Đức Thọ, Q. Nam Từ Liêm",Hoa An Viên - Mỹ Đình ,6h00 - 20h30,4.1,300.000 -  500.000 đ/người
Gọi món Nhật Bản,"65C Trần Quốc Toản, Q. Hoàn Kiếm",Kisu Sushi - Trần Quốc Toản,10h30 - 14h00 & 17h30 - 21h00,4.1,500.000 – 700.000 đ/người
Chuyên món chả cá,"Tầng 1, Nhà A2 Nguyễn Cơ Thạch, Q. Nam Từ Liêm",Chả Cá Ngon - Nguyễn Cơ Thạch,10h00 - 21h30,3.5,150.000 – 180.000 đ/người
Chuyên hải sản tươi sống,"48 Liễu Giai, Q. Ba Đình",Hải Sản Phố - Liễu Giai,10h00 - 21h30	,4,450.000 - 500.000 vnđ/người
Gọi món miền Nam,"127 Láng Hạ, Q. Đống Đa",Nhà hàng Nét Huế ,7h00 - 22h00,3.5,50.000 - 150.000 đ/người
Gọi món Miền Nam,"36C Mai Hắc Đế, Q. Hai Bà Trưng","Nhà hàng Gia Thành - Hủ tiếu, bánh canh - Mai Hắc Đế ",07h00 - 22h00,3.5,50.000 - 150.000 đ/người
Gọi món Huế,"43 Mai Hắc Đế, Q. Hai Bà Trưng ",Nét Huế - Mai Hắc Đế,08h00 - 21h30,3.5,50.000 - 150.000 đ/người
Gọi món Huế,"198 Hàng Bông, Q. Hoàn Kiếm",Nét Huế - Hàng Bông ,07h00 - 22h00,3.5,50.000 - 150.000 đ/người
Gọi món Huế,"153 Láng Hạ, Q. Đống Đa",Nét Huế - Láng Hạ,07h00 - 22h00,3.5,50.000 - 150.000 đ/người
Gọi món Huế,"Big C Thăng Long - 222 Trần Duy Hưng, P. Trung Hoà, Q. Cầu Giấy",Nét Huế - Big C Thăng Long,09h30 - 22h00 ,3.5,50.000 - 150.000 đ/người
Chuyên món Trâu,"Ngõ 53 Yên Lãng, Số 89 (hoặc đi vào Ngõ 298 Tây Sơn), Q. Đống Đa",Trâu Vườn Quán - Yên Lãng ,10h00 - 14h00  và 17h00 – 22h00,3.5,150.000 – 200.000 đ/người
"Buffet, Gọi món Âu","Biệt Thự TT4.5, Khu Đô Thị Nam Cường,Q. Bắc Từ Liêm",Della Seta - Hoàng Quốc Việt ,10h00 - 13h30 & 17h00 - 22h00,3.5,150.000 - 350.000 đ/người
Gọi món Huế,"Số 34 – 36 Thái Hà, Q. Đống Đa",Nét Huế - Thái Hà,07h00 - 22h00,3.5,50.000 - 150.000 đ/người
Gọi món Huế,"TTTM Royal City, B2-R6-41, 72 Nguyễn Trãi, Q. Thanh Xuân",Nét Huế - Royal City,07h00 - 22h00,3.5,50.000 - 150.000 đ/người
Gọi món Việt (Chuyên lẩu),"Số 6A Hàng Lược, Q. Hoàn Kiếm",Lạ Quán - Hàng Lược ,10h00 - 24h00,3.5,120.000 – 150.000 đ/người
Gọi món Nướng,"Số 117 Bùi Thị Xuân, Quận Hai Bà Trưng",Mr.Bigbeef Bò Nướng Tảng - Bùi Thị Xuân,10h30 - 14h00 và 18h00 - 22h00,3.5,300.000 - 500.000 đ/người
Gọi món Nướng,"70 Nguyên Hồng, Q. Đống Đa",Mr.Bigbeef Bò Nướng Tảng - Nguyên Hồng,10h30 - 13h30 & 17h30 - 21h30,3.5,330.000 - 450.000 đ/người
Gọi món Việt (Chuyên lẩu),"Số 100 Dịch Vọng Hậu, Q. Cầu Giấy",Lẩu Đức Trọc - Dịch Vọng Hậu,10h30 - 13h30 và 17h00 - 22h00,3.6,150.000 - 250.000 vnđ/người
Chuyên Lẩu,"Số 67 Phan Kế Bính, P. Liễu Giai , Q. Ba Đình",Lẩu Phan - Phan Kế Bính,17h00 - 21h00,3.8,130.000 - 200.000 đ/người
Gọi món Âu (Chuyên Steak Pháp),"Số 25 Hoàng Cầu, Q. Đống Đa",Le Monde Steak - Hoàng Cầu,11h00-14h00 & 17h00-21h30,3.7,150.000 - 250.000 vnđ/người
Chuyên Lẩu Nấm,"Số 12 Lê Đức Thọ, Q. Nam Từ Liêm",Lẩu Nấm Thảo Quý - Lê Đức Thọ,10h00 - 14h00 và 16h00 - 21h30,3.5,200.000 – 250.000 đ/người
Chuyên lẩu nấm,"Đường Hàm Nghi, B2 – 02, Khu Biệt Thự Vinhom, P. Cầu Diễn, Q. Nam Từ Liêm",Lẩu Nấm Gia Khánh - Hàm Nghi ,10h30 - 21h30,3.5,180.000 – 210.000 đ/người
Gọi món Tây Bắc,"Số 1B Lê Ngọc Hân, P. Phạm Đình Hổ, Q. Hai Bà Trưng",Ẩm Thực Tây Bắc - Lê Ngọc Hân ,10h00 - 21h30,3.5,150.000 – 250.000 đ/người
Gọi món Nhật Bản,"8 Vạn Phúc, Q. Ba Đình",Nhà hàng Hatoyama - Vạn Phúc ,10h00 - 22h00	,4,600.000 - 800.000 vnđ/người
Gọi món Việt,"Số 10 ngõ 12 Trần Quý Kiên, Q. Cầu Giấy",2V - Trần Quý Kiên,10h30 - 13h30 & 17h30 - 20h30,3,250.000 - 270.000 đ/người
Chuyên lẩu nấm,"Số 67 Vũ Phạm Hàm, Q. Cầu Giấy",Lẩu Nấm Gia Khánh - Vũ Phạm Hàm,10h30 - 21h00,4,180.000 – 210.000 đ/người
Gọi món Việt,"Đối diện 24 Lạc Chính, Q. Ba Đình",Sơn Ca - Lạc Chính,10h30 - 13h30 & 17h30 - 20h30,3,100.000 - 300.000 đ/người
Gọi món Việt,"39 ngõ 165 Thái Hà, Q. Đống Đa",Quán Mộc - Thái Hà,10h00 - 14h00 và 17h00 - 21h30,3.5,150.000 – 180.000 đ/người
Gọi món Việt,"Số 462 Đội Cấn, Q. Ba Đình",Hội Quán - Đội Cấn,10h30 - 13h30 & 17h30 - 20h30,3.2,220.000 - 250.000 đ/người
Chuyên lẩu bò nhúng dấm,"Ngõ 12, Phố Núi Trúc, 105-C8 Giảng Võ, Q. Đống Đa",Bò Ngon 555 – Phố Núi Trúc ,10h30 - 13h30 & 17h30 - 21h00,3.5,150.000 – 170.000 đ/người.
Gọi món Việt,"38 Linh Đường, Q. Hoàng Mai",Ẩm Thực Hồng Hạc - Linh Đàm,10h30 - 13h30 & 17h30 - 20h30,3,150.000 - 200.000 đ/người
Chuyên lẩu bò nhúng dấm,"TT7B khu biệt thự Tây Nam Linh Đàm, Linh Đường, P. Hoàng Liệt, Q. Hoàng Mai",Bò Ngon 555 – Linh Đàm,10h30 - 13h30 & 17h30 - 21h00,3.5,150.000 – 170.000 đ/người
Gọi món Âu,"23J Hai Bà Trưng, Q. Hoàn Kiếm",Jacksons SteakHouse - Hai Bà Trưng,09h30 – 23h30,4.1,670.000 - 700.000 đ/người
Cơm niêu Singapore,"60 Lê Văn Thiêm, Q. Thanh Xuân",Kombo - Cơm Niêu Singapore - Lê Văn Thiêm,10h30 - 21h30,3.2,70.000 - 100.000 đ/người
Gọi món chay,"79A Trần Hưng Đạo, Q. Hoàn Kiếm",Cơm Chay Nàng Tấm - Trần Hưng Đạo,09h00 - 21h00,3,80.000 – 120.000 đ/người
Cơm niêu Singapore,"Số 30 Nguyễn Phong Sắc, Q. Cầu Giấy",Kombo - Cơm Niêu Singapore - Nguyễn Phong Sắc,10h30 - 21h30,3.2,70.000 - 100.000 đ/người
Gọi món Hàn Quốc,"Số 77 Đào Tấn, Q. Ba Đình",Gimbab Hàn Quốc - Đào Tấn,08h00 - 21h30,3,80.000 – 100.000 đ/người
Gọi món Việt,"Số 17A Nguyễn Đình Chiểu, Q. Hai Bà Trưng",Phủi Quán - Nguyễn Đình Chiểu,10h00 - 13h30 & 17h00 - 22h00,3.7,150.000 - 250.000 vnđ/người
Chuyên lẩu bò nhúng dấm,"275, 279, 285 Tô Hiệu, Q. Cầu Giấy",Bò Nhúng Dấm 555 - Tô Hiệu,10h30 - 13h30 & 17h30 - 21h00,3.5,110.000 - 150.000 đ/người
Chuyên lẩu bò nhúng dấm,"56 Trung Hòa, Q. Cầu Giấy",Bò Nhúng Dấm 555 – Trung Hòa,10h30 - 13h30 & 17h30 - 21h00,3.5,110.000 - 150.000 đ/người
Cơm niêu Singapore,"257 Giảng Võ, Q. Đống Đa",Kombo - Cơm Niêu Singapore - Giảng Võ,10h30 - 21h30,3.2,70.000 - 100.000 đ/người
