Name,Address
Tiểu học YÊN BÌNH B,Xóm Lụa – Yên Bình – Thạch Thất
Tiểu học YÊN TRUNG,Thôn Đầm Bối – Yên Trung- Thạch Thất
Tiểu học BÌNH PHÚ B,Thôn Phú Ổ -xã Bình Phú – Huyện Thạch Thất
Tiểu học XUÂN MAI B,Tt Xuân Mai
Tiểu học XUÂN MAI A,Tt Xuân Mai
Tiểu học VĂN VÕ,Xã Văn Võ
Tiểu học TRƯỜNG YÊN,Xã Trường Yên
Tiểu học TRUNG HOÀ – CHƯƠNG MỸ,Xã Trung Hòa
Tiểu học TRẦN PHÚ B,Xã Trần Phú
Tiểu học TRẦN PHÚ A,Xã Trần Phú
Tiểu học TỐT ĐỘNG,Xã Tốt Động
Tiểu học TIÊN PHƯƠNG,Xã Tiên Phương
Tiểu học THUỶ XUÂN TIÊN,Xã Thủy Xuânt Iên
Tiểu học THUỴ HƯƠNG,Xã Thụy Hương
Tiểu học THƯỢNG VỰC,Xã Thượng Vực
Tiểu học THANH BÌNH,Xã Thanh Bình
Tiểu học TÂN TIẾN,Xã Tân Tiến
Tiểu học QUẢNG BỊ,Xã Quảng Bị
Tiểu học PHỤNG CHÂU,Xã Phụng Châu
Tiểu học PHÚ NGHĨA,Xã Phú Nghĩa
Tiểu học PHÚ NAM AN,Xã Phú Nam An
Tiểu học NGỌC HOÀ,Xã Ngọc Hòa
Tiểu học NAM PHƯƠNG TIẾN B,Xã Nam Phương Tiến
Tiểu học NAM PHƯƠNG TIẾN A,Xã Nam Phương Tiến
Tiểu học MỸ LƯƠNG,Xã Mỹ Lương
Tiểu học LƯƠNG MỸ A,Xã Hoàng Văn Thụ
Tiểu học LAM ĐIỀN,Xã Lam Điền
Tiểu học HỮU VĂN,Xã Hữu Văn
Tiểu học HỢP ĐỒNG,Xã Hợp Đồng
Tiểu học HỒNG PHONG,Xã Hồng Phong
Tiểu học HOÀNG VĂN THỤ – CHƯƠNG MỸ,Xã Hoàng Văn Thụ
Tiểu học HOÀNG DIỆU – CHƯƠNG MỸ,Xã Hoàng Diệu
Tiểu học HOÀ CHÍNH,Xã Hòa Chính
Tiểu học ĐÔNG SƠN,Xã Đông Sơn
Tiểu học ĐÔNG PHƯƠNG YÊN,Xã Đông Phương Yên
Tiểu học ĐỒNG PHÚ,Xã Đồng Phú
Tiểu học ĐỒNG LẠC,Xã Đồng Lạc
Tiểu học ĐẠI YÊN,Xã Đại Yên
Tiểu học CHÚC SƠN B,Tt Chúc Sơn
Tiểu học CHÚC SƠN A,Tt Chúc Sơn
Tiểu học BÊ TÔNG,Xã Thủy Xuân Tiên
Tiểu học BÍCH HOÀ,"Xã Bích Hoà , Huyện Thanh Oai"
Tiểu học BÌNH MINH A,"Xã Bình Minh , Huyện Thanh Oai"
Tiểu học BÌNH MINH B,"Xã Bình Minh , Huyện Thanh Oai"
Tiểu học CAO DƯƠNG,"Xã Cao Dương , Huyện Thanh Oai"
Tiểu học CAO VIÊN I,"Xã Cao Viên , Huyện Thanh Oai"
Tiểu học CAO VIÊN II,"Xã Cao Viên , Huyện Thanh Oai"
Tiểu học CỰ KHÊ,"Xã Cự Khê , Huyện Thanh Oai"
Tiểu học DÂN HOÀ,"Xã Dân Hoà , Huyện Thanh Oai"
Tiểu học ĐỖ ĐỘNG,"Xã Đỗ Động , Huyện Thanh Oai"
Tiểu học HỒNG DƯƠNG,"Xã Hồng Dương , Huyện Thanh Oai"
Tiểu học KIM THƯ,"Xã Kim Thư , Huyện Thanh Oai"
Tiểu học LIÊN CHÂU,"Xã Liên Châu , Huyện Thanh Oai"
Tiểu học PHƯƠNG TRUNG I,"Xã Phương Trung , Huyện Thanh Oai"
Tiểu học PHƯƠNG TRUNG II,"Xã Phương Trung , Huyện Thanh Oai"
Tiểu học TAM HƯNG,"Xã Tam Hưng , Huyện Thanh Oai"
Tiểu học TÂN ƯỚC,"Xã Tân Ước , Huyện Thanh Oai"
Tiểu học THANH CAO,"Xã Thanh Cao , Huyện Thanh Oai"
Tiểu học THANH VĂN,"Xã Thanh Văn , Huyện Thanh Oai"
Tiểu học THỊ TRẤN KIM BÀI,"TT Kim Bài , Huyện Thanh Oai"
Tiểu học XUÂN DƯƠNG,"Xã Xuân Dương , Huyện Thanh Oai"
Tiểu học KIM AN,"Xã Kim An , Huyện Thanh Oai"
Tiểu học MỸ HƯNG,"Xã Mỹ Hưng , Huyện Thanh Oai"
Tiểu học THANH MAI,"Xã Thanh Mai , Huyện Thanh Oai"
Tiểu học THANH THUỲ,"Xã Thanh Thuỳ , Huyện Thanh Oai"
Tiểu học CHƯƠNG DƯƠNG – THƯỜNG TÍN,Chương Dương – Thường Tín
Tiểu học DŨNG TIẾN,Dũng Tiến – Thường Tín
Tiểu học DUYÊN THÁI,Duyên Thái – Thường Tín
Tiểu học HÀ HỒI,Hà Hồi – Thường Tín
Tiểu học HIỀN GIANG,Hiền Giang – Thường Tín
Tiểu học HOÀ BÌNH,Thôn Thuỵ Ứng- Xã Hoà Bình
Tiểu học HỒNG VÂN,Hồng Vân – Thường Tín
Tiểu học KHÁNH HÀ,Khánh Hà – Thường Tín
Tiểu học LÊ LỢI – THƯỜNG TÍN,Lê Lợi – Thường Tín
Tiểu học LIÊN PHƯƠNG,Liên Phương – Thường Tín
Tiểu học MINH CƯỜNG,Minh Cường – Thường Tín
Tiểu học NGHIÊM XUYÊN,Nghiêm Xuyên – Thường Tín
Tiểu học NGUYỄN TRÃI – THƯỜNG TÍN,Nguyễn Trãi – Thường Tín
Tiểu học NHỊ KHÊ,Nhị Khê – Thường Tín
Tiểu học NINH SỞ,Ninh Sở – Thường Tín
Tiểu học QUẤT ĐỘNG,Quất Đông – Thường Tín
Tiểu học TÂN MINH,Tân Minh – Thường Tín
Tiểu học THẮNG LỢI,Thắng Lợi – Thường Tín
Tiểu học THỊ TRẤN – THƯỜNG TÍN,Thị Trấn Thường Tín – Thường Tín
Tiểu học THỐNG NHẤT,Thống Nhất – Thường Tín
Tiểu học THƯ PHÚ,Thôn Thư Dương- Xã Thư Phú- Thường Tín
Tiểu học TIỀN PHONG – THƯỜNG TÍN,Tiền Phong – Thường Tín
Tiểu học TÔ HIỆU,Tô Hiệu – Thường Tín
Tiểu học TỰ NHIÊN,Tự Nhiên – Thường Tín
Tiểu học VĂN BÌNH,Văn Bình – Thường Tín
Tiểu học VẠN ĐIỂM,Vạn Điểm – Thường Tín
Tiểu học VĂN PHÚ,Văn Phú – Thường Tín
Tiểu học VÂN TẢO,"Vân Tảo, Thường Tín"
Tiểu học VĂN TỰ,Văn Tự – Thường Tín
Tiểu học CHÂU CAN,Châu Can – Phú Xuyên
Tiểu học ĐẠI THẮNG,Đại Thắng – Phú Xuyên
Tiểu học HỒNG MINH,Hồng Minh – Phú Xuyên
Tiểu học NAM PHONG,Nam Phong – Phú Xuyên
Tiểu học NAM TRIỀU,Nam Triều – Phú Xuyên
Tiểu học TT PHÚ MINH,TT Phú Minh – Phú Xuyên
Tiểu học VĂN NHÂN,Văn Nhân – Phú Xuyên
Tiểu học BẠCH HẠ,Bạch Hạ – Phú Xuyên
Tiểu học CHUYÊN MỸ,Chuyên Mỹ – Phú Xuyên
Tiểu học ĐẠI XUYÊN,Đại Xuyên – Phú Xuyên
Tiểu học HOÀNG LONG,Hoàng Long – Phú Xuyên
Tiểu học HỒNG THÁI,Hồng Thái – Phú Xuyên
Tiểu học KHAI THÁI,Khai Thái – Phú Xuyên
Tiểu học MINH TÂN A,Minh Tân – Phú Xuyên
Tiểu học MINH TÂN B,Minh Tân – Phú Xuyên
Tiểu học PHÚ TÚC,Phú Túc – Phú Xuyên
Tiểu học PHÚ YÊN,Phú Yên – Phú Xuyên
Tiểu học PHÚC TIẾN,Phúc Tiến – Phú Xuyên
Tiểu học PHƯỢNG DỰC,Phượng Dực – Phú Xuyên
Tiểu học QUANG LÃNG,Quang Lãng – Phú Xuyên
Tiểu học QUANG TRUNG – PHÚ XUYÊN,Quang Trung – Phú Xuyên
Tiểu học SƠN HÀ,Sơn Hà – Phú Xuyên
Tiểu học TÂN DÂN – PHÚ XUYÊN,Tân Dân – Phú Xuyên
Tiểu học THUỴ PHÚ,Thụy Phú – Phú Xuyên
Tiểu học TRI THUỶ,Tri Thủy – Phú Xuyên
Tiểu học TRI TRUNG,Tri Trung – Phú Xuyên
Tiểu học TT PHÚ XUYÊN,TT Phú Xuyên – Phú Xuyên
Tiểu học VĂN HOÀNG,Văn Hoàng – Phú Xuyên
Tiểu học VÂN TỪ,Vân Từ – Phú Xuyên
Tiểu học CAO THÀNH,Tử Dương – Cao Thành- Ứng Hòa
Tiểu học ĐẠI CƯỜNG,Kim Giang – Đại Cường – Ứng Hòa
Tiểu học ĐẠI HÙNG,Trung Thượng- Đại Hùng
Tiểu học ĐỒNG TÂN,Mỹ Cầu – Đồng Tân – Ứng Hòa
Tiểu học HOÀ LÂM,Trạch Bái – Hoà Lâm
Tiểu học HOÀ NAM,Đinh Xuyên – Hoà Nam- Ứng Hòa
Tiểu học HOÀ PHÚ,Đặng Giang – Hoà Phú – Ứng Hòa
Tiểu học HOA SƠN,Miêng Thượng – Hoa Sơn – Ứng Hòa
Tiểu học HOÀ XÁ,Xóm Riếng Rợ – Hòa Xá – Ứng Hòa
Tiểu học HỒNG QUANG,Bài Lâm Thượng – Hồng Quang – Ứng Hòa
Tiểu học KIM ĐƯỜNG,Kim Bồng – Kim Đường – Ứng Hòa
Tiểu học LIÊN BẠT,Lưu Khê – Liên Bạt – Ứng Hòa
Tiểu học LƯU HOÀNG,Ngoại Hoàng – Lưu Hoàng – Ứng Hòa
Tiểu học MINH ĐỨC,Thôn Cầu – Minh Đức – Ứng Hòa
Tiểu học PHƯƠNG TÚ,Dương Khê – Phương Tú – Ứng Hòa
